,q103_survey_type,q213_no_members,q216_house_pucca_kachha,q217_house_type,q218_house_no_stories,q223_house_no_bedrooms,q224_house_no_toilets,q225_house_no_otherrooms,land_area_sqfeet,q228_plot_use_house_in_percent,q301_grid_yn,q313_grid_billfreq,q610_elec_bill_physical_yn,q610_a_no_billing_days,q610_b_billed_units,q405_a_incadescent_bulb_no,q405_b_cfl_bulb_no,q405_c_led_bulb_no,q405_d_led_tube_light_no,q405_e_cfl_tube_light_no,q409_ceiling_fan_yn,q410_ceiling_fan_no,q415_table_fan_yn,q416_table_fan_no,q421_air_coolers_yn,q422_air_coolers_no,q427_ac_yn,q428_ac_no,q459_tv_yn,q460_tv_no,q466_fridge_yn,q467_fridge_no,q471_mixer_grinder_2_yn,q472_wash_mach_yn,q476_iron_yn,q477_water_pump_yn,q480_water_pump_cap_hp
2964,1,3,3,1.0,1.0,1,1,1,450.0,100.0,1,1.0,1.0,30.0,20.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
2990,1,4,1,,,1,1,2,2000.0,50.0,1,1.0,1.0,30.0,33.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
2995,1,4,1,,,1,1,2,3000.0,50.0,1,1.0,1.0,30.0,74.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3003,1,9,1,,,2,0,2,400.0,80.0,1,1.0,0.0,,,8.0,1.0,2.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
3022,1,3,2,1.0,1.0,2,1,2,550.0,95.0,1,1.0,1.0,,100.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3067,1,8,2,1.0,1.0,5,3,5,500.0,80.0,1,1.0,1.0,30.0,50.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
3130,1,4,2,1.0,1.0,1,1,2,500.0,70.0,1,1.0,1.0,30.0,35.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
3157,1,4,2,1.0,1.0,2,1,2,700.0,80.0,1,1.0,1.0,30.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3178,1,4,2,1.0,1.0,1,1,2,500.0,80.0,1,1.0,1.0,30.0,42.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,
3184,1,5,2,1.0,1.0,4,1,2,1000.0,100.0,1,1.0,1.0,30.0,49.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3220,1,7,2,1.0,1.0,1,1,3,1600.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3222,1,4,1,,,1,1,2,1000.0,65.0,1,1.0,1.0,30.0,75.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3256,2,4,2,,,1,1,0,220.0,100.0,1,6.0,1.0,30.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3277,1,4,1,,,1,1,2,1000.0,,1,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3290,1,6,2,1.0,1.0,2,1,4,2000.0,80.0,1,1.0,1.0,30.0,42.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3320,1,5,3,1.0,1.0,2,1,2,1800.0,85.0,1,1.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3321,2,2,2,1.0,1.0,1,1,1,300.0,50.0,1,1.0,1.0,30.0,23.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3327,1,8,2,1.0,1.0,2,1,2,500.0,80.0,1,1.0,0.0,,,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,
3345,1,9,3,1.0,1.0,1,1,1,1000.0,80.0,1,1.0,1.0,30.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3421,1,5,1,,,1,1,2,1500.0,45.0,1,1.0,1.0,30.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3435,1,2,2,1.0,1.0,1,1,1,5445.0,80.0,1,1.0,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3473,1,6,2,1.0,1.0,1,1,2,3000.0,50.0,1,1.0,1.0,30.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3480,1,5,2,1.0,1.0,1,1,4,3200.0,90.0,1,1.0,1.0,30.0,97.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3516,2,2,2,1.0,1.0,1,1,1,500.0,90.0,1,1.0,1.0,30.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
3548,1,6,1,,,2,0,2,350.0,90.0,1,1.0,1.0,30.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
3549,1,4,1,,,1,1,2,1500.0,46.0,1,1.0,1.0,30.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3586,1,5,1,,,1,0,2,1000.0,50.0,1,1.0,1.0,30.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3599,2,4,2,,,1,1,2,1200.0,80.0,1,1.0,1.0,30.0,378.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3608,1,6,2,1.0,1.0,1,1,1,490.0,95.0,1,1.0,0.0,,,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
3652,1,5,2,1.0,1.0,1,1,1,750.0,70.0,1,1.0,1.0,30.0,21.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,
3672,1,6,1,,,2,1,2,300.0,90.0,1,1.0,0.0,,,0.0,0.0,3.0,3.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3765,1,6,1,,,1,1,1,400.0,80.0,1,1.0,0.0,,,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
3780,1,3,3,1.0,1.0,1,1,2,1500.0,70.0,1,1.0,0.0,,,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,7.0
3782,2,4,3,1.0,3.0,1,1,3,,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,1,3,2,1.0,1.0,1,1,2,900.0,60.0,1,1.0,0.0,,,2.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
3870,1,3,2,1.0,1.0,1,2,2,500.0,90.0,1,1.0,0.0,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
3923,1,8,2,1.0,1.0,2,1,2,400.0,90.0,1,1.0,0.0,,,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,
3958,1,5,1,,,1,1,3,200.0,60.0,1,2.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
3959,1,4,2,1.0,1.0,1,1,2,,70.0,1,1.0,1.0,30.0,59.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4020,1,6,2,1.0,1.0,1,1,2,800.0,60.0,1,1.0,1.0,30.0,31.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4053,1,10,2,1.0,1.0,2,1,3,3000.0,30.0,1,1.0,1.0,30.0,24.0,0.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4078,1,5,1,,,1,1,1,1500.0,50.0,1,1.0,1.0,30.0,27.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4109,1,6,1,,,1,1,2,2500.0,65.0,1,1.0,1.0,30.0,36.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4123,1,6,2,1.0,1.0,2,1,2,300.0,90.0,1,1.0,1.0,30.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4131,1,6,2,1.0,1.0,2,1,2,770.0,60.0,1,1.0,0.0,,,2.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4141,1,6,2,1.0,1.0,2,1,2,500.0,80.0,1,1.0,1.0,30.0,19.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4142,1,4,2,1.0,1.0,1,1,1,2000.0,50.0,1,1.0,1.0,30.0,15.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4168,1,2,2,1.0,1.0,1,1,2,500.0,100.0,1,1.0,1.0,30.0,28.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4184,1,3,2,1.0,1.0,1,1,4,1300.0,100.0,1,1.0,1.0,30.0,34.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4191,1,7,2,1.0,1.0,2,1,2,400.0,85.0,1,1.0,0.0,,,0.0,0.0,3.0,1.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,
4218,1,2,2,1.0,1.0,1,1,1,300.0,80.0,1,1.0,1.0,30.0,36.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4252,1,4,1,,,1,1,2,30.0,30.0,1,1.0,0.0,,,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4269,1,6,1,,,2,1,2,300.0,80.0,1,1.0,0.0,,,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,
4287,1,5,2,1.0,1.0,4,1,4,500.0,90.0,1,1.0,1.0,30.0,137.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4303,1,4,2,1.0,1.0,1,1,2,350.0,90.0,1,1.0,0.0,,,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4312,1,6,1,,,1,0,0,750.0,70.0,1,1.0,1.0,30.0,112.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
4343,1,5,2,1.0,1.0,2,1,4,1500.0,90.0,1,1.0,1.0,30.0,179.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4351,1,6,2,1.0,1.0,2,1,2,500.0,80.0,1,1.0,1.0,30.0,34.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.0,0.0,
4399,1,5,1,,,2,1,2,950.0,80.0,1,1.0,1.0,22.0,65.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,
4405,1,11,2,1.0,1.0,1,1,5,2300.0,100.0,1,1.0,1.0,30.0,96.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4408,2,4,2,1.0,1.0,1,1,3,1600.0,90.0,1,1.0,1.0,30.0,155.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4419,1,5,2,1.0,1.0,1,1,4,1600.0,90.0,1,1.0,1.0,30.0,,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4422,1,6,2,1.0,1.0,1,1,1,400.0,60.0,1,1.0,1.0,30.0,127.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4431,1,4,2,1.0,1.0,1,1,4,1900.0,90.0,1,1.0,1.0,30.0,23.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4438,1,2,2,1.0,1.0,2,2,2,550.0,90.0,1,1.0,1.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4500,2,4,3,1.0,1.0,1,0,0,250.0,100.0,1,1.0,1.0,30.0,406.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,1.0,0.5
4512,1,4,2,1.0,1.0,3,1,2,850.0,80.0,1,1.0,1.0,30.0,68.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4517,2,5,2,1.0,1.0,2,1,2,6456.0,80.0,1,1.0,1.0,30.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4539,1,2,3,1.0,1.0,3,1,3,600.0,90.0,1,1.0,1.0,30.0,13.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4557,1,5,3,1.0,1.0,1,2,1,350.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4577,1,8,1,,,3,1,3,500.0,90.0,1,1.0,1.0,30.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.0,0.0,
4587,1,6,3,1.0,1.0,2,1,2,350.0,90.0,1,1.0,1.0,30.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4596,1,4,2,1.0,1.0,1,1,4,1900.0,90.0,1,1.0,1.0,30.0,19.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4631,1,3,3,1.0,1.0,3,1,3,350.0,90.0,1,1.0,1.0,30.0,8.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4634,1,5,2,1.0,2.0,2,1,3,350.0,95.0,1,1.0,0.0,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4689,1,7,2,1.0,1.0,1,1,5,2000.0,90.0,1,1.0,1.0,30.0,45.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4698,2,6,3,1.0,1.0,1,1,0,265.0,100.0,1,1.0,1.0,30.0,120.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4716,1,4,3,1.0,1.0,2,1,2,670.0,70.0,1,1.0,1.0,25.0,65.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.0,0.0,
4733,1,10,2,1.0,1.0,1,1,2,800.0,80.0,1,1.0,1.0,30.0,88.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,
4750,2,3,3,1.0,1.0,1,2,1,210.0,100.0,1,1.0,1.0,30.0,50.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4775,1,4,1,,,1,1,2,2000.0,50.0,1,1.0,1.0,30.0,35.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4783,1,1,2,1.0,1.0,1,1,1,450.0,60.0,1,1.0,1.0,25.0,,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4799,1,6,2,1.0,1.0,2,1,2,650.0,90.0,1,1.0,1.0,30.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4810,1,5,2,1.0,1.0,2,1,2,600.0,80.0,1,1.0,0.0,,,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4849,1,7,1,,,1,1,2,1500.0,56.0,1,1.0,1.0,30.0,59.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4854,1,5,3,1.0,1.0,1,1,3,1200.0,80.0,1,1.0,1.0,30.0,110.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4870,1,4,3,1.0,1.0,1,1,2,2000.0,95.0,1,1.0,1.0,30.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
4881,1,4,3,1.0,1.0,1,1,1,1000.0,75.0,1,1.0,0.0,,,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4911,2,4,3,1.0,1.0,1,1,2,500.0,100.0,1,1.0,1.0,30.0,56.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4924,2,4,3,1.0,1.0,1,1,0,100.0,100.0,1,1.0,1.0,30.0,68.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
4941,1,3,3,1.0,1.0,1,1,1,450.0,75.0,1,1.0,1.0,30.0,59.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4964,1,3,3,1.0,1.0,1,2,2,500.0,100.0,1,1.0,1.0,30.0,24.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
4970,1,5,2,1.0,1.0,1,1,3,530.0,60.0,1,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.0,0.0,
4978,1,4,3,1.0,1.0,1,1,1,350.0,90.0,1,1.0,1.0,30.0,85.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
4999,1,5,3,1.0,1.0,1,1,4,1800.0,90.0,1,1.0,1.0,30.0,38.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5023,1,4,2,1.0,1.0,1,1,4,1900.0,90.0,1,1.0,1.0,30.0,66.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5070,1,4,2,1.0,1.0,1,1,1,300.0,80.0,1,1.0,1.0,30.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
5092,2,3,3,1.0,1.0,1,1,2,350.0,100.0,1,1.0,1.0,90.0,24.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
5111,1,1,3,1.0,1.0,1,1,1,1500.0,55.0,1,1.0,1.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
5130,1,5,3,1.0,1.0,1,1,2,750.0,75.0,1,1.0,1.0,30.0,33.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5131,1,3,2,1.0,1.0,3,1,3,600.0,90.0,1,1.0,1.0,30.0,61.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5177,1,5,1,,,1,1,2,500.0,100.0,1,1.0,1.0,30.0,34.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5178,1,5,2,1.0,1.0,2,1,2,500.0,70.0,1,1.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5194,1,8,2,1.0,1.0,2,1,2,450.0,90.0,1,1.0,0.0,,,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5202,1,3,3,1.0,1.0,1,1,2,500.0,40.0,1,1.0,1.0,25.0,50.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
5248,2,5,2,1.0,1.0,3,1,2,700.0,90.0,1,1.0,1.0,30.0,21.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5262,1,4,2,1.0,1.0,1,1,2,1089.0,60.0,1,2.0,0.0,,,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5286,1,7,2,1.0,1.0,2,1,2,510.0,80.0,1,1.0,1.0,30.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5287,2,6,2,1.0,1.0,2,1,2,600.0,90.0,1,1.0,1.0,30.0,83.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5300,1,11,2,1.0,1.0,3,1,3,700.0,80.0,1,1.0,1.0,30.0,20.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5306,2,4,2,1.0,1.0,1,1,1,400.0,80.0,1,1.0,1.0,30.0,75.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5344,2,3,3,1.0,1.0,1,1,2,350.0,100.0,1,1.0,1.0,30.0,61.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
5376,2,1,2,1.0,1.0,2,1,1,550.0,90.0,1,1.0,1.0,30.0,86.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
5378,1,6,1,,,3,1,1,1500.0,30.0,1,1.0,1.0,30.0,53.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
5434,1,3,2,1.0,1.0,1,1,4,1600.0,90.0,1,1.0,1.0,30.0,87.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
